SpeciesCount,TreeCount,J,AvgTreeHeight,AvgDbh,AvgCrownDiameter,AvgCrownHeight,AvgCrownArea,chi_squared,X,Y
-0.041097902131391084,3.0218963143644553,-2.000828897269656,3.1666625713174783,0.9278667356703226,-0.7831433267995811,-0.6505727820911724,1.3687623437573293,6079.970317746619,-92.4333886666667,15.5889350370371
0.592407610797493,0.1984968356520862,-0.25545013077932177,-0.1273846698168175,0.008465819835728805,0.0205218233716995,0.13290753732662255,-0.005164595940975847,7.096181482317166,-99.5467775555555,26.0729162592593
-0.9308710620343734,-1.2448210313117847,-1.3093030043691467,-0.7509472032146076,0.514288299647141,0.3472251406994219,0.010133563393933898,0.34375889470063115,445.60715200106824,-88.6886107777778,20.6547222222222
0.45631384748289205,0.9977673616959111,-0.8916463882616401,0.15686868841225515,-0.19353145397524696,-0.13271805700206563,0.28784535151781,0.14822875624585108,109.20349897097185,-102.826388222222,20.8255548888889
-1.3521191616293962,-1.3337928346279284,-0.4907116854524196,-0.7493931759071815,-1.1012440486220139,0.42211250359504693,-0.4152938466717359,-0.6935962772525095,1566.4315614566333,-104.218712629629,20.4035462222222
0.5400335105779981,0.5749742984733794,0.6023489164116822,-0.1820228570599216,0.5887197541692634,-0.20320662070999385,-0.36354556318871567,0.2868291673013479,303.9261146482451,-108.957083296296,27.3909073333333
3.571149691232449,3.71443785927685,0.67500028096641,2.9136474179746807,1.8732878548614034,1.8051317456798694,-5.669566216700087,0.43089542457607166,7865.467249330308,-88.9033333333333,19.4444441111111
0.2206576122871135,1.4852751990233688,-0.4167715727655237,0.7793484023277648,-0.6227202812482127,0.47679551109259255,0.16503538272707496,0.27373230671931137,333.8953837168787,-90.7730548888889,18.2780548888889
0.8139866316454694,-0.6772323712539585,-0.34089984957450825,-0.18169828389200604,0.2733346624125825,-0.02009169671948982,0.12835945835909446,0.07635074390713936,36.70791798896322,-105.534166333333,24.7366663333333
0.4554501259111601,0.6813686558229886,-1.2599884762070221,-0.07199359108960446,0.4773057716792475,-0.029318312521147694,0.2674019041091918,0.4906075632492788,742.6446164261729,-108.387499666667,30.2174993333333
-0.3792257959983688,-1.799343430477767,-0.5683793283564547,0.8346895650829325,1.6994247749945892,1.4914600389441692,-1.1544300185179335,-0.9126083332516373,3239.823245317755,-98.7754626296296,20.7912776666667
-0.060387533210356725,0.588134790610232,-0.8567414326385525,-0.4028944673178425,0.8520430690937458,0.17149875393596947,0.07117690698406054,0.08430335861788851,110.72756014453171,-107.044180222222,26.5105555555556
-0.8786389909606603,-0.2785067145206286,-0.3385652150343767,0.8455354738405475,-0.39865398843576694,-0.07746675151190574,0.07625657984362566,0.1485468929961402,112.75426559554549,-109.093346888889,28.0191521111111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.6786104444444,18.2711104444444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.453185037037,26.3628888518519
